CREAR: FECHA: 15-04-2024 12:20:52, USUARIO: admin, COLECCIONISTA: 5, PAIS: 10, AÑO: 2008, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:27:07, USUARIO: admin, COLECCIONISTA: 2, PAIS: 13, AÑO: 2007, MONEDA: 2c, CECA: 
CREAR: FECHA: 15-04-2024 14:27:29, USUARIO: admin, COLECCIONISTA: 2, PAIS: 13, AÑO: 2016, MONEDA: 1c, CECA: 
CREAR: FECHA: 15-04-2024 14:28:53, USUARIO: admin, COLECCIONISTA: 2, PAIS: 13, AÑO: 2007, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:29:17, USUARIO: admin, COLECCIONISTA: 5, PAIS: 13, AÑO: 2007, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:29:37, USUARIO: admin, COLECCIONISTA: 4, PAIS: 13, AÑO: 2007, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:30:25, USUARIO: admin, COLECCIONISTA: 2, PAIS: 13, AÑO: 2018, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:30:49, USUARIO: admin, COLECCIONISTA: 2, PAIS: 13, AÑO: 2019, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:31:12, USUARIO: admin, COLECCIONISTA: 3, PAIS: 13, AÑO: 2019, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:34:05, USUARIO: admin, COLECCIONISTA: 2, PAIS: 24, AÑO: 2023, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 14:34:23, USUARIO: admin, COLECCIONISTA: 2, PAIS: 24, AÑO: 2023, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 14:34:43, USUARIO: admin, COLECCIONISTA: 2, PAIS: 24, AÑO: 2023, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:35:01, USUARIO: admin, COLECCIONISTA: 2, PAIS: 24, AÑO: 2023, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 14:35:32, USUARIO: admin, COLECCIONISTA: 3, PAIS: 24, AÑO: 2023, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:35:47, USUARIO: admin, COLECCIONISTA: 5, PAIS: 24, AÑO: 2023, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:36:10, USUARIO: admin, COLECCIONISTA: 3, PAIS: 24, AÑO: 2023, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 14:36:41, USUARIO: admin, COLECCIONISTA: 4, PAIS: 24, AÑO: 2023, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 14:39:44, USUARIO: admin, COLECCIONISTA: 2, PAIS: 19, AÑO: 2017, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:40:12, USUARIO: admin, COLECCIONISTA: 5, PAIS: 19, AÑO: 2015, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:41:29, USUARIO: admin, COLECCIONISTA: 4, PAIS: 19, AÑO: 2015, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:42:11, USUARIO: admin, COLECCIONISTA: 5, PAIS: 19, AÑO: 2015, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 14:43:09, USUARIO: admin, COLECCIONISTA: 5, PAIS: 19, AÑO: 2015, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 14:43:54, USUARIO: admin, COLECCIONISTA: 3, PAIS: 19, AÑO: 2015, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 14:44:30, USUARIO: admin, COLECCIONISTA: 2, PAIS: 19, AÑO: 2015, MONEDA: 2c, CECA: 
CREAR: FECHA: 15-04-2024 14:48:45, USUARIO: admin, COLECCIONISTA: 5, PAIS: 16, AÑO: 2017, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:49:12, USUARIO: admin, COLECCIONISTA: 2, PAIS: 16, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:50:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 16, AÑO: 2009, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 14:50:40, USUARIO: admin, COLECCIONISTA: 5, PAIS: 16, AÑO: 2009, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 14:51:47, USUARIO: admin, COLECCIONISTA: 4, PAIS: 16, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 14:52:11, USUARIO: admin, COLECCIONISTA: 5, PAIS: 16, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 14:52:56, USUARIO: admin, COLECCIONISTA: 5, PAIS: 16, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 14:53:57, USUARIO: admin, COLECCIONISTA: 2, PAIS: 16, AÑO: 2021, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 14:57:27, USUARIO: admin, COLECCIONISTA: 4, PAIS: 5, AÑO: 2005, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:57:42, USUARIO: admin, COLECCIONISTA: 5, PAIS: 5, AÑO: 2005, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:58:33, USUARIO: admin, COLECCIONISTA: 3, PAIS: 5, AÑO: 2008, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:58:45, USUARIO: admin, COLECCIONISTA: 5, PAIS: 5, AÑO: 2008, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 14:59:31, USUARIO: admin, COLECCIONISTA: 2, PAIS: 5, AÑO: 2010, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:00:10, USUARIO: admin, COLECCIONISTA: 2, PAIS: 5, AÑO: 2011, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:00:31, USUARIO: admin, COLECCIONISTA: 5, PAIS: 5, AÑO: 2011, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:01:03, USUARIO: admin, COLECCIONISTA: 2, PAIS: 5, AÑO: 2012, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:05:24, USUARIO: admin, COLECCIONISTA: 4, PAIS: 8, AÑO: 2014, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 15:05:37, USUARIO: admin, COLECCIONISTA: 5, PAIS: 8, AÑO: 2014, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 15:06:50, USUARIO: admin, COLECCIONISTA: 5, PAIS: 8, AÑO: 2004, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 15:08:32, USUARIO: admin, COLECCIONISTA: 2, PAIS: 8, AÑO: 2014, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 15:09:44, USUARIO: admin, COLECCIONISTA: 3, PAIS: 8, AÑO: 2017, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 15:11:39, USUARIO: admin, COLECCIONISTA: 2, PAIS: 8, AÑO: 2008, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 15:11:54, USUARIO: admin, COLECCIONISTA: 2, PAIS: 8, AÑO: 2007, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 15:15:38, USUARIO: admin, COLECCIONISTA: 5, PAIS: 9, AÑO: 2006, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:16:13, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2014, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 15:18:39, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2006, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 15:18:57, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2009, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 15:19:11, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2010, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 15:20:23, USUARIO: admin, COLECCIONISTA: 4, PAIS: 9, AÑO: 2003, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 15:20:35, USUARIO: admin, COLECCIONISTA: 5, PAIS: 9, AÑO: 2003, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 15:21:21, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2016, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 15:23:12, USUARIO: admin, COLECCIONISTA: 5, PAIS: 9, AÑO: 2007, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 15:23:47, USUARIO: admin, COLECCIONISTA: 2, PAIS: 9, AÑO: 2004, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 17:42:19, USUARIO: admin, COLECCIONISTA: 2, PAIS: 11, AÑO: 2010, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 17:45:11, USUARIO: admin, COLECCIONISTA: 5, PAIS: 11, AÑO: 2004, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 17:46:13, USUARIO: admin, COLECCIONISTA: 2, PAIS: 11, AÑO: 2003, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 17:46:29, USUARIO: admin, COLECCIONISTA: 2, PAIS: 11, AÑO: 2011, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 17:48:41, USUARIO: admin, COLECCIONISTA: 2, PAIS: 11, AÑO: 2007, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 17:49:27, USUARIO: admin, COLECCIONISTA: 5, PAIS: 11, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 17:49:53, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2011, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 17:52:43, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2010, MONEDA: 10c, CECA: 
BORRAR: FECHA: 15-04-2024 17:54:17, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2010, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 17:54:30, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2010, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 17:55:09, USUARIO: admin, COLECCIONISTA: 2, PAIS: 11, AÑO: 2011, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 17:56:25, USUARIO: admin, COLECCIONISTA: 5, PAIS: 11, AÑO: 2013, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 17:56:49, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2016, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 17:57:41, USUARIO: admin, COLECCIONISTA: 4, PAIS: 11, AÑO: 2004, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:08:12, USUARIO: admin, COLECCIONISTA: 5, PAIS: 7, AÑO: 2003, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 18:09:44, USUARIO: admin, COLECCIONISTA: 2, PAIS: 7, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:10:10, USUARIO: admin, COLECCIONISTA: 3, PAIS: 7, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:10:28, USUARIO: admin, COLECCIONISTA: 5, PAIS: 7, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:11:54, USUARIO: admin, COLECCIONISTA: 5, PAIS: 7, AÑO: 2007, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:12:21, USUARIO: admin, COLECCIONISTA: 4, PAIS: 7, AÑO: 2008, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:12:54, USUARIO: admin, COLECCIONISTA: 3, PAIS: 7, AÑO: 2009, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:13:45, USUARIO: admin, COLECCIONISTA: 2, PAIS: 7, AÑO: 2015, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 18:20:13, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2015, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:20:35, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2019, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:21:32, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2021, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:21:50, USUARIO: admin, COLECCIONISTA: 3, PAIS: 15, AÑO: 2021, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:22:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 15, AÑO: 2021, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:22:25, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2021, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:23:07, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:23:32, USUARIO: admin, COLECCIONISTA: 3, PAIS: 15, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:23:48, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:24:10, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2023, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:24:27, USUARIO: admin, COLECCIONISTA: 3, PAIS: 15, AÑO: 2023, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:24:42, USUARIO: admin, COLECCIONISTA: 4, PAIS: 15, AÑO: 2023, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:24:57, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2023, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:27:38, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2019, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:28:00, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:28:24, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2021, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:28:44, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2022, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:29:35, USUARIO: admin, COLECCIONISTA: 3, PAIS: 15, AÑO: 2022, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:29:53, USUARIO: admin, COLECCIONISTA: 4, PAIS: 15, AÑO: 2022, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:30:21, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2022, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:32:16, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2022, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:32:35, USUARIO: admin, COLECCIONISTA: 3, PAIS: 15, AÑO: 2022, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:33:04, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2018, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:33:49, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:34:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 15, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:34:25, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:35:03, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2021, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:35:19, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2021, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 18:36:14, USUARIO: admin, COLECCIONISTA: 5, PAIS: 15, AÑO: 2017, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:36:40, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2019, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:37:01, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2022, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 18:37:42, USUARIO: admin, COLECCIONISTA: 2, PAIS: 15, AÑO: 2019, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 18:43:50, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2006, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:45:31, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2007, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:47:34, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2010, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:47:56, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2019, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:49:20, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2004, MONEDA: 1€, CECA: 
